permno,mergent_id,PERMCO,GVKEY,companyid,Company Name,Ticker Symbol,CUSIP,Primary Link Marker,Security-level Identifier,Link Type Codd,Historical CRSP PERMCO Link to COMPUSTAT Record,First Effective Date of Link,Last Effective Date of Link
13763,140262,54315,123455,933562,ALAMOS GOLD INC,AGI,011532108,P,01,LC,54315,2015-07-06T00:00:00Z,NA
13766,136231,54318,016486,1929884,BOISE CASCADE CO,BCC,09739D100,P,01,LC,54318,2013-02-06T00:00:00Z,NA
13769,39382,7119,001559,1927,AMERICAN SHARED HSPTL SERV,AMS,029595105,P,01,LU,7119,1984-07-03T00:00:00Z,NA
13773,136239,54321,016927,1930654,NEW SOURCE ENERGY PRTRS LP,NSLPQ,64881E109,C,01,LC,54321,2013-02-08T00:00:00Z,2015-08-31T00:00:00Z
13777,35248,5828,001562,1933,LOGILITY SPPLY CHAIN SOL INC,LGTY,029683109,P,01,LU,5828,1983-02-28T00:00:00Z,NA
13786,97163,40157,002408,30372,TELUS CORP,TU,87971M103,P,01,LC,40157,2013-02-04T00:00:00Z,NA
13788,136228,54327,013721,1929138,ZOETIS INC,ZTS,98978V103,P,01,LC,54327,2013-02-01T00:00:00Z,NA
13789,129234,54328,186230,1886379,ATLAS FINANCIAL HOLDINGS INC,AFHIF,G06207115,C,01,LC,54328,2013-02-12T00:00:00Z,2020-09-01T00:00:00Z
13794,136244,54330,016886,1930647,BENEFYTT TECHNOLOGIES INC,BFYT,08182C106,P,01,LC,54330,2013-02-08T00:00:00Z,2020-08-31T00:00:00Z
13797,129010,54332,162293,1934678,FIRST INTERNET BANCORP,INBK,320557101,P,01,LC,54332,2013-02-22T00:00:00Z,NA
13798,136247,54333,170450,1931124,ORAMED PHARMACEUTICALS INC,ORMP,68403P203,P,01,LC,54333,2013-02-11T00:00:00Z,NA
13799,136238,54334,017012,1930635,EXONE CO,XONE.1,302104104,P,01,LC,54334,2013-02-07T00:00:00Z,2021-11-30T00:00:00Z
13800,136263,54335,017056,1932521,XOOM CORP,XOOM,98419Q101,P,01,LC,54335,2013-02-15T00:00:00Z,2015-11-30T00:00:00Z
13803,136343,54337,180659,1941706,AVIV REIT INC,AVIV.1,05381L101,P,01,LC,54337,2013-03-21T00:00:00Z,2015-04-01T00:00:00Z
13816,136393,54344,017553,1941399,MODEL N INC,MODN,607525102,P,01,LC,54344,2013-03-20T00:00:00Z,2024-06-28T00:00:00Z
13818,136463,54346,185334,1943229,PINNACLE FOODS INC,PF,72348P104,P,01,LC,54346,2013-03-28T00:00:00Z,2018-10-31T00:00:00Z
13819,136321,54347,187607,1939970,SILVER SPRING NETWORKS INC,SSNI,82817Q103,P,01,LC,54347,2013-03-13T00:00:00Z,2018-01-31T00:00:00Z
13820,108548,54349,030075,731312,VERMILION ENERGY INC,VET,923725105,P,01,LC,54349,2013-03-12T00:00:00Z,NA
13825,136406,54351,016269,1941712,ENANTA PHARMACEUTICALS INC,ENTA,29251M106,P,01,LC,54351,2013-03-21T00:00:00Z,NA
13830,90465,15186,064055,33305,WEST CORP,WSTC,952355204,P,02,LC,15186,2013-03-22T00:00:00Z,2017-10-31T00:00:00Z
13830,90465,15186,064055,897933,WEST CORP,WSTC,952355204,P,02,LC,15186,2013-03-22T00:00:00Z,2017-10-31T00:00:00Z
13830,90465,15186,064055,1942040,WEST CORP,WSTC,952355204,P,02,LC,15186,2013-03-22T00:00:00Z,2017-10-31T00:00:00Z
13831,136492,54357,017699,1950230,CST BRANDS INC,CST,12646R105,P,01,LC,54357,2013-05-02T00:00:00Z,2017-06-27T00:00:00Z
13837,136512,54361,185375,1945763,EVERTEC INC,EVTC,30040P103,P,01,LC,54361,2013-04-12T00:00:00Z,NA
13856,6581,21384,008479,24151,PEPSICO INC,PEP,713448108,P,01,LC,21384,1962-01-31T00:00:00Z,NA
13856,6581,21384,008479,24151,PEPSICO INC,PEP,713448108,C,00X,LC,21384,1950-01-01T00:00:00Z,1962-01-30T00:00:00Z
13860,136534,54366,186392,1947132,UNITED PARKS & RESORTS INC,PRKS,81282V100,P,01,LC,54366,2013-04-30T00:00:00Z,NA
13862,136491,54368,016653,1945564,TAYLOR MORRISON HOME CORP,TMHC,87724P106,P,01,LC,54368,2013-04-10T00:00:00Z,NA
13863,48363,54369,183322,1947734,THERAPEUTICSMD INC,TXMD,88338N206,C,01,LC,54369,2013-04-23T00:00:00Z,NA
13869,126611,54372,180759,1946882,DIVERSIFIED RESTAURANT HLDGS,SAUC,25532M105,P,01,LC,54372,2013-04-18T00:00:00Z,2020-02-28T00:00:00Z
13870,136504,54373,017498,1945758,CHIMERIX INC,CMRX,16934W106,P,01,LC,54373,2013-04-11T00:00:00Z,NA
13874,136524,54374,014868,1946568,FAIRWAY GROUP HOLDINGS,FWMHQ,30603D109,P,01,LC,54374,2013-04-17T00:00:00Z,2016-07-07T00:00:00Z
13875,136537,54375,017550,1947127,BLACKHAWK NETWORK HLDGS INC,HAWK,09238E104,P,01,LC,54375,2015-05-01T00:00:00Z,2018-06-29T00:00:00Z
13875,136537,54375,017550,1947127,BLACKHAWK NETWORK HLDGS INC,HAWK,09238E104,J,01,LC,54375,2014-06-01T00:00:00Z,2015-04-30T00:00:00Z
13875,136537,54375,017550,1947127,BLACKHAWK NETWORK HLDGS INC,HAWK,09238E104,P,01,LC,54375,2013-04-19T00:00:00Z,2014-05-31T00:00:00Z
13876,136486,54376,017687,1947731,HEMISPHERE MEDIA GROUP INC,HMTV,42365Q103,P,01,LC,54376,2013-04-23T00:00:00Z,2022-09-30T00:00:00Z
13878,119734,54378,178157,1948281,MIMEDX GROUP INC,MDXG,602496101,P,01,LC,54378,2020-11-04T00:00:00Z,NA
13878,119734,54378,178157,1948281,MIMEDX GROUP INC,MDXG,602496101,P,01,LC,54378,2013-04-25T00:00:00Z,2018-11-07T00:00:00Z
13878,119734,54378,178157,3294090,MIMEDX GROUP INC,MDXG,602496101,P,01,LC,54378,2020-11-04T00:00:00Z,NA
13878,119734,54378,178157,3294090,MIMEDX GROUP INC,MDXG,602496101,P,01,LC,54378,2013-04-25T00:00:00Z,2018-11-07T00:00:00Z
13887,136584,54384,017626,1950821,ARMADA HOFFLER PROPERTIES,AHH,04208T108,P,01,LC,54384,2013-05-08T00:00:00Z,NA
13889,136628,45383,160378,602148,GRAMERCY PROPERTY TRUST,GPT,385002308,P,01,LC,54387,2015-12-18T00:00:00Z,2018-10-31T00:00:00Z
13889,136628,45383,160378,1953393,GRAMERCY PROPERTY TRUST,GPT,385002308,P,01,LC,54387,2015-12-18T00:00:00Z,2018-10-31T00:00:00Z
13889,136628,54387,160378,1953393,GRAMERCY PROPERTY TRUST,GPT,385002308,P,01,LC,54387,2015-12-18T00:00:00Z,2018-10-31T00:00:00Z
13890,136637,54388,017811,1953936,CHANNELADVISOR CORP,ECOM,159179100,P,01,LC,54388,2013-05-23T00:00:00Z,2022-11-30T00:00:00Z
13895,136594,54391,017628,1951106,EMERGE ENERGY SERVICES LP,EMESQ,29102H108,P,01,LC,54391,2013-05-09T00:00:00Z,2019-05-30T00:00:00Z
13901,17810,21398,008543,24343,ALTRIA GROUP INC,MO,02209S103,P,01,LC,21398,1962-01-31T00:00:00Z,NA
13901,17810,21398,008543,24343,ALTRIA GROUP INC,MO,02209S103,C,00X,LC,21398,1950-01-01T00:00:00Z,1962-01-30T00:00:00Z
13903,136635,54395,185344,1953932,GLOBAL BRASS & COPPER HLDGS,BRSS,37953G103,P,01,LC,54395,2013-05-23T00:00:00Z,2019-07-31T00:00:00Z
13904,136566,54396,016384,1949535,VOYA FINANCIAL INC,VOYA,929089100,P,01,LC,54396,2013-05-02T00:00:00Z,NA
13906,70382,25302,024544,33506,WILLIAM LYON HOMES,WLH,552074700,P,03,LC,25302,2013-05-16T00:00:00Z,2020-02-28T00:00:00Z
13906,70382,25302,024544,1953127,WILLIAM LYON HOMES,WLH,552074700,P,03,LC,25302,2013-05-16T00:00:00Z,2020-02-28T00:00:00Z
13909,136636,54400,018003,1953917,PLY GEM HOLDINGS INC,PGEM,72941W100,P,01,LC,54400,2013-05-23T00:00:00Z,2018-04-30T00:00:00Z
13911,136598,54401,017928,1951118,IQVIA HOLDINGS INC,IQV,46266C105,P,01,LC,54401,2013-05-09T00:00:00Z,NA
13914,136618,54402,017695,1953153,TABLEAU SOFTWARE INC,DATA,87336U105,P,01,LC,54402,2013-05-17T00:00:00Z,2019-07-31T00:00:00Z
13915,136604,54403,015117,1951902,TALLGRASS ENERGY PRT LP,TEP,874697105,P,01,LC,54403,2013-05-14T00:00:00Z,2018-06-30T00:00:00Z
13919,66823,29052,024287,1712,AMBAC FINANCIAL GROUP INC,AMBC,023139884,P,08,LC,29052,2013-05-01T00:00:00Z,NA
13919,66823,29052,024287,1951922,AMBAC FINANCIAL GROUP INC,AMBC,023139884,P,08,LC,29052,2013-05-01T00:00:00Z,NA
13920,136606,54406,185857,1953141,AMBIT BIOSCIENCES CORP,AMBI.2,02318X100,P,01,LC,54406,2013-05-16T00:00:00Z,2014-11-28T00:00:00Z
13921,136615,54408,170396,1953389,CUSTOMERS BANCORP INC,CUBI,23204G100,P,01,LC,54408,2013-05-16T00:00:00Z,NA
13924,136657,54410,017808,1955677,EPIZYME INC,EPZM,29428V104,P,01,LC,54410,2013-05-31T00:00:00Z,2022-08-31T00:00:00Z
13928,6630,21401,008549,24355,CONOCOPHILLIPS,COP,20825C104,P,01,LC,21401,1962-01-31T00:00:00Z,NA
13928,6630,21401,008549,24355,CONOCOPHILLIPS,COP,20825C104,C,00X,LC,21401,1950-01-01T00:00:00Z,1962-01-30T00:00:00Z
13931,129498,54414,165911,1951653,MAM SOFTWARE GROUP INC,MAMS,55277Q201,P,01,LC,54414,2013-05-13T00:00:00Z,2019-10-31T00:00:00Z
13932,136617,54415,017693,1953160,MARKETO INC,MKTO,57063L107,P,01,LC,54415,2013-05-17T00:00:00Z,2016-08-31T00:00:00Z
13936,6632,21402,008551,24356,PVH CORP,PVH,693656100,P,01,LC,21402,1962-02-28T00:00:00Z,NA
13936,6632,21402,008551,24356,PVH CORP,PVH,693656100,C,00X,LC,21402,1950-01-01T00:00:00Z,1962-02-27T00:00:00Z
13938,111124,46028,162501,641978,OTELCO INC,OTEL,688823301,P,05,LC,46028,2013-05-28T00:00:00Z,2021-03-31T00:00:00Z
13939,129831,54418,187169,1954872,POWER SOLUTIONS INTL INC,PSIX,73933G202,P,01,LC,54418,2013-05-28T00:00:00Z,NA
13940,136634,54419,017931,1953651,PORTOLA PHARMACEUTICALS INC,PTLA,737010108,P,01,LC,54419,2013-05-22T00:00:00Z,2020-07-31T00:00:00Z
13942,136595,54421,017688,1951125,RECEPTOS INC,RCPT,756207106,P,01,LC,54421,2013-05-09T00:00:00Z,2015-08-31T00:00:00Z
13947,136733,54424,017998,1959389,BLUEBIRD BIO INC,BLUE,09609G209,P,01,LC,54424,2013-06-19T00:00:00Z,NA
13949,136776,12165,028320,6136,CDW CORP,CDW,12514G108,P,02,LC,54426,2013-06-27T00:00:00Z,NA
13949,136776,12165,028320,1004368,CDW CORP,CDW,12514G108,P,02,LC,54426,2013-06-27T00:00:00Z,NA
13949,136776,12165,028320,1961452,CDW CORP,CDW,12514G108,P,02,LC,54426,2013-06-27T00:00:00Z,NA
13949,136776,54426,028320,1961452,CDW CORP,CDW,12514G108,P,02,LC,54426,2013-06-27T00:00:00Z,NA
13956,136749,54428,170384,1959962,GOGO INC,GOGO,38046C109,P,01,LC,54428,2013-06-21T00:00:00Z,NA
13957,136767,54429,017812,1961459,HD SUPPLY HOLDINGS INC,HDS,40416M105,P,01,LC,54429,2013-06-27T00:00:00Z,2020-12-31T00:00:00Z
13959,136784,54431,018047,1961771,NOODLES & CO,NDLS,65540B105,P,01,LC,54431,2013-06-28T00:00:00Z,NA
13962,136768,54432,018009,1961075,NANOSTRING TECHNOLOGIES INC,NSTGQ,63009R109,P,01,LC,54432,2013-06-26T00:00:00Z,2024-06-28T00:00:00Z
13963,136735,54433,018043,1962516,NEWS CORP,NWSA,65249B109,P,01,LC,54433,2013-07-01T00:00:00Z,NA
13966,136681,54435,017567,1961442,ARATANA THERAPEUTICS,PETX,03874P101,P,01,LC,54435,2013-06-27T00:00:00Z,2019-07-31T00:00:00Z
13976,115936,54440,166087,1958067,AIR INDUSTRIES GROUP INC,AIRI,00912N403,P,01,LC,54440,2013-06-12T00:00:00Z,NA
13977,136574,54385,196160,1951351,BIOAMBER INC,BIOAQ,09072Q106,P,01,LC,54385,2013-06-10T00:00:00Z,2018-02-07T00:00:00Z
13978,122439,54441,179060,1076543,B2GOLD CORP,BTG,11777Q209,P,01,LC,54441,2013-06-06T00:00:00Z,NA
13983,84923,54444,012151,1958357,COTY INC,COTY,222070203,P,01,LC,54444,2013-06-13T00:00:00Z,NA
13987,6687,21413,008611,24536,POWER REIT,PW,73933H101,P,01,LC,21413,1977-01-31T00:00:00Z,NA
13992,136679,54447,012803,1958061,GIGAMON INC,GIMO,37518B102,P,01,LC,54447,2013-06-12T00:00:00Z,2017-12-29T00:00:00Z
13993,122105,54448,163768,627716,GTT COMMUNICATIONS INC,GTTNQ,362393100,P,03,LC,54448,2013-06-17T00:00:00Z,2021-07-01T00:00:00Z
13993,122105,54448,163768,1958905,GTT COMMUNICATIONS INC,GTTNQ,362393100,P,03,LC,54448,2013-06-17T00:00:00Z,2021-07-01T00:00:00Z
13998,136755,54450,018246,1962804,KCG HOLDINGS INC,KCG,48244B100,P,01,LC,54450,2013-07-05T00:00:00Z,2017-07-31T00:00:00Z
14004,136673,54454,017419,1956592,RCS CAPITAL CORP,RCAPQ,74937W102,P,01,LC,54454,2013-06-05T00:00:00Z,2016-05-31T00:00:00Z
14005,136676,54455,017581,1957232,TEXTURA CORP,TXTR,883211104,P,01,LC,54455,2013-06-07T00:00:00Z,2016-06-30T00:00:00Z
14008,35964,216,001602,2068,AMGEN INC,AMGN,031162100,P,01,LU,216,1983-06-17T00:00:00Z,NA
14017,136826,54460,185363,1966869,DIAMOND RESORTS INTL,DRII,25272T104,P,01,LC,54460,2013-07-19T00:00:00Z,2016-09-30T00:00:00Z
14029,105605,43160,148531,117492,LIN MEDIA LLC,LIN.1,532771102,P,01,LC,54465,2013-07-31T00:00:00Z,2014-12-31T00:00:00Z
14029,105605,54465,148531,117492,LIN MEDIA LLC,LIN.1,532771102,P,01,LC,54465,2013-07-31T00:00:00Z,2014-12-31T00:00:00Z
14034,136792,54468,018261,1976443,OWENS REALTY MORTGAGE INC,ORM,690828108,P,01,LC,54468,2013-07-01T00:00:00Z,NA
14035,136838,54469,017933,1967181,PHILLIPS 66 PARTNERS LP,PSXP,718549207,P,01,LC,54469,2013-07-23T00:00:00Z,2022-03-31T00:00:00Z
14037,136824,54471,018071,1966849,REXFORD INDUS REALTY,REXR,76169C100,P,01,LC,54471,2013-07-19T00:00:00Z,NA
14040,136808,21833,010984,637487,SPRINT CORP,S.4,85207U105,P,10,LC,54473,2013-07-12T00:00:00Z,2020-03-31T00:00:00Z
14040,136808,54473,010984,637487,SPRINT CORP,S.4,85207U105,P,10,LC,54473,2013-07-12T00:00:00Z,2020-03-31T00:00:00Z
14043,105501,42933,145186,54794,WCI COMMUNITIES INC,WCIC,92923C807,P,03,LC,42933,2013-07-25T00:00:00Z,2017-02-28T00:00:00Z
14043,105501,42933,145186,1967826,WCI COMMUNITIES INC,WCIC,92923C807,P,03,LC,42933,2013-07-25T00:00:00Z,2017-02-28T00:00:00Z
14044,136846,54476,018159,1967527,AGIOS PHARMACEUTICALS,AGIO,00847X104,P,01,LC,54476,2013-07-24T00:00:00Z,NA
14049,136858,54479,018427,1968234,AZURE MIDSTREAM PARTNERS LP,AZURQ,05501X100,P,01,LC,54479,2013-07-26T00:00:00Z,2016-06-03T00:00:00Z
14052,136853,54482,018115,1967805,CELLULAR DYNAMICS INTL INC,ICEL,15117V109,P,01,LC,54482,2013-07-25T00:00:00Z,2015-05-29T00:00:00Z
14054,109011,54484,160770,604931,MIRATI THERAPEUTICS INC,MRTX,60468T105,P,01,LC,54484,2013-07-15T00:00:00Z,2024-01-31T00:00:00Z
14055,136816,54485,003169,1966124,ONCOMED PHARMACEUTICALS,OMED.2,68234X102,P,01,LC,54485,2013-07-18T00:00:00Z,2019-04-30T00:00:00Z
14057,136833,54487,018177,1966854,RETAILMENOT INC,SALE.,76132B106,P,01,LC,54487,2013-07-19T00:00:00Z,2017-05-31T00:00:00Z
14063,136926,54491,018322,1971651,CVENT INC,CVT.,23247G109,P,01,LC,54491,2013-08-09T00:00:00Z,2016-11-30T00:00:00Z
14071,136919,54495,018494,1972483,INDEPENDENCE REALTY TRUST,IRT,45378A106,P,01,LC,54495,2013-08-13T00:00:00Z,NA
14072,136928,54496,018315,1971352,PRECIGEN INC,PGEN,74017N105,P,01,LC,54496,2013-08-08T00:00:00Z,NA
14076,136934,54499,018498,1977560,MURPHY USA INC,MUSA,626755102,P,01,LC,54499,2013-09-03T00:00:00Z,NA
14077,136927,54500,017941,1971655,QEP MIDSTREAM PARTNERS LP,QEPM,74735R115,P,01,LC,54500,2013-08-09T00:00:00Z,2015-07-31T00:00:00Z
14086,136929,54501,018179,1971665,WORLD POINT TERMINALS LP,WPT,98159G107,P,01,LC,54501,2013-08-09T00:00:00Z,2017-07-31T00:00:00Z
14087,136890,54502,018271,1970978,YUME INC,YUME,98872B104,P,01,LC,54502,2013-08-07T00:00:00Z,2018-02-28T00:00:00Z
14088,136943,54503,018441,1972764,SIRIUSPOINT LTD,SPNT,G8192H106,P,01,LC,54503,2013-08-15T00:00:00Z,NA
14089,136925,54504,206243,1971653,EXPRO GROUP HOLDINGS N V,XPRO,N3144W105,P,01,LC,54504,2021-10-04T00:00:00Z,NA
14094,136255,54507,170420,1972765,CANCER GENETICS INC,CGIX,13739U203,P,01,LC,54507,2013-08-14T00:00:00Z,2021-03-30T00:00:00Z
14095,136878,54508,018291,1969809,CONTROL4 CORP,CTRL,21240D107,P,01,LC,54508,2013-08-02T00:00:00Z,2019-08-02T00:00:00Z
14097,136924,54509,018320,1971346,FOX FACTORY HOLDING CP,FOXF,35138V102,P,01,LC,54509,2013-08-08T00:00:00Z,NA
14099,136870,54510,018270,1969812,MARRONE BIO INNOVTIONS,MBII,57165B106,P,01,LC,54510,2013-08-02T00:00:00Z,2022-07-29T00:00:00Z
14101,136736,54512,021007,1974832,TOBIRA THERAPEUTICS INC,TBRA,88883P101,P,01,LC,54512,2015-05-05T00:00:00Z,2016-11-30T00:00:00Z
14102,136871,54513,017934,1969513,SPROUTS FARMERS MARKET,SFM,85208M102,P,01,LC,54513,2013-08-01T00:00:00Z,NA
14105,123895,54514,154414,884753,SOPHIRIS BIO INC,SPHS,83578Q209,P,01,LC,54514,2013-08-16T00:00:00Z,2022-03-31T00:00:00Z
14106,136930,11096,024415,5298,BMC STOCK HOLDINGS INC,BMCH,05591B109,P,02,LC,54515,2015-12-02T00:00:00Z,2021-01-29T00:00:00Z
14106,136930,11096,024415,1971658,BMC STOCK HOLDINGS INC,BMCH,05591B109,P,02,LC,54515,2015-12-02T00:00:00Z,2021-01-29T00:00:00Z
14106,136930,54515,024415,1971658,BMC STOCK HOLDINGS INC,BMCH,05591B109,P,02,LC,54515,2015-12-02T00:00:00Z,2021-01-29T00:00:00Z
14131,137015,54536,018339,1985696,CLUBCORP HOLDINGS INC,MYCC,18948M108,P,01,LC,54536,2013-09-20T00:00:00Z,2017-09-29T00:00:00Z
14134,136989,54539,018321,1983570,SISECAM RESOURCES LP,SIRE,172464109,P,01,LC,54539,2013-09-13T00:00:00Z,2023-05-31T00:00:00Z
14136,137039,54541,018630,1988598,RINGCENTRAL INC,RNG,76680R206,P,01,LC,54541,2013-09-27T00:00:00Z,NA
14137,121759,54542,176840,1979174,RING ENERGY INC,REI,76680V108,P,01,LC,54542,2013-09-03T00:00:00Z,NA
14141,136993,54544,018683,1989314,SCIENCE APPLICATIONS INTL CP,SAIC,808625107,P,01,LC,54544,2013-09-30T00:00:00Z,NA
14143,137038,54546,018623,1988605,VIOLIN MEMORY INC,VMEMQ,92763A309,P,01,LC,54546,2013-09-27T00:00:00Z,2016-10-27T00:00:00Z
14145,137032,54548,018564,1988113,APPLIED OPTOELECTRONICS INC,AAOI,03823U102,P,01,LC,54548,2013-09-26T00:00:00Z,NA
14149,137001,54550,018561,1984495,BENEFITFOCUS INC,BNFT,08180D106,P,01,LC,54550,2013-09-18T00:00:00Z,2023-01-31T00:00:00Z
14150,137033,54551,018571,1988131,COVISINT CORP,COVS,22357R103,P,01,LC,54551,2013-09-26T00:00:00Z,2017-07-31T00:00:00Z
14152,125566,54553,062541,1980751,CORPORATE RESOURCE SVCS INC,CRRSQ,22004Y105,C,01,LC,54553,2013-09-06T00:00:00Z,2015-03-03T00:00:00Z
14159,137017,54556,018487,1985709,MANDIANT INC,MNDT,562662106,P,01,LC,54556,2013-09-20T00:00:00Z,2022-09-30T00:00:00Z
14160,137028,54557,018469,1987466,FOUNDATION MEDICINE INC,FMI,350465100,P,01,LC,54557,2013-09-25T00:00:00Z,2018-07-31T00:00:00Z
14161,137003,54558,018430,1984469,FIVE PRIME THERAPEUTICS INC,FPRX,33830X104,P,01,LC,54558,2013-09-18T00:00:00Z,2021-04-30T00:00:00Z
14164,137018,54559,018584,1985717,ROCKET FUEL INC,FUEL,773111109,P,01,LC,54559,2013-09-20T00:00:00Z,2017-09-29T00:00:00Z
14166,136455,54355,017277,1942976,NV5 GLOBAL INC,NVEE,62945V109,P,01,LC,54355,2013-09-27T00:00:00Z,NA
14168,137047,54562,018677,1988609,PATTERN ENERGY GROUP INC,PEGI,70338P100,P,01,LC,54562,2013-09-27T00:00:00Z,2020-03-31T00:00:00Z
14169,137036,54563,018624,1988150,PREMIER INC,PINC,74051N102,P,01,LC,54563,2013-09-26T00:00:00Z,NA
14172,127620,54564,184133,1985140,PIONEER POWER SOLUTIONS INC,PPSI,723836300,P,01,LC,54564,2013-09-19T00:00:00Z,NA
14173,136891,54511,018479,1971663,JASON INDUSTRIES INC,JASNQ,471172106,P,02,LC,54511,2013-10-01T00:00:00Z,2020-01-13T00:00:00Z
14173,136891,54511,018479,1971663,JASON INDUSTRIES INC,JASNQ,471172106,J,02,LC,54511,2013-09-30T00:00:00Z,2013-09-30T00:00:00Z
14174,116882,54566,166711,1986868,SEQUENTIAL BRANDS GROUP INC,SQBGQ,81734P206,P,01,LC,54566,2013-09-24T00:00:00Z,2022-03-04T00:00:00Z
14176,137004,54568,018510,1985116,ACCELERON PHARMA INC,XLRN,00434H108,P,01,LC,54568,2013-09-19T00:00:00Z,2021-11-30T00:00:00Z
14177,136980,29669,020696,1981197,MASONITE INTERNATIONAL CORP,DOOR,575385109,P,03,LC,54569,2013-09-09T00:00:00Z,2024-05-14T00:00:00Z
14177,136980,54569,020696,1981197,MASONITE INTERNATIONAL CORP,DOOR,575385109,P,03,LC,54569,2013-09-09T00:00:00Z,2024-05-14T00:00:00Z
14179,137085,54570,018465,1993111,ANTERO RESOURCES CORP,AR,03674X106,P,01,LC,54570,2013-10-10T00:00:00Z,NA
14181,137183,54572,018383,2004281,BRIXMOR PROPERTY GROUP INC,BRX,11120U105,P,01,LC,54572,2013-10-30T00:00:00Z,NA
14182,137065,54574,018675,1990085,BURLINGTON STORES INC,BURL,122017106,P,01,LC,54574,2013-10-02T00:00:00Z,NA
14184,137094,54576,163963,1993180,COLUMBIA PROPERTY TRUST INC,CXP,198287203,P,01,LC,54576,2013-10-10T00:00:00Z,2021-12-31T00:00:00Z
14185,129495,54577,163765,1996267,COOPER-STANDARD HOLDINGS INC,CPS,21676P103,P,01,LC,54577,2013-10-17T00:00:00Z,NA
14196,137066,54580,170714,1990087,EMPIRE STATE REALTY TR INC,ESRT,292104106,P,01,LC,54580,2013-10-02T00:00:00Z,NA
14198,485,173,001633,2146,ANALOGIC CORP,ALOG,032657207,C,01,LU,173,1972-12-14T00:00:00Z,2018-06-29T00:00:00Z
14213,137189,54584,019000,2004761,MARCUS & MILLICHAP INC,MMI,566324109,P,01,LC,54584,2013-10-31T00:00:00Z,NA
14214,137070,54586,018868,1990913,OCI PARTNERS LP,OCIP,67091N108,P,01,LC,54586,2013-10-04T00:00:00Z,2018-07-31T00:00:00Z
14215,137114,54587,018468,1995392,PLAINS GP HOLDINGS LP,PAGP,72651A207,P,01,LC,54587,2013-10-16T00:00:00Z,NA
14220,137081,54588,018573,1992573,QTS REALTY TRUST INC,QTS,74736A103,P,01,LC,54588,2013-10-09T00:00:00Z,2021-09-01T00:00:00Z
14221,137062,54589,018578,1990089,RE/MAX HOLDINGS INC,RMAX,75524W108,P,01,LC,54589,2013-10-02T00:00:00Z,NA
14227,487,275,001635,2155,ANAREN INC,ANEN,032744104,C,00X,LU,275,1973-07-01T00:00:00Z,1979-01-30T00:00:00Z
14227,487,275,001635,2155,ANAREN INC,ANEN,032744104,P,01,LU,275,1979-01-31T00:00:00Z,2014-02-28T00:00:00Z
14228,137161,54592,187709,2000825,SPRAGUE RESOURCES LP,SRLP,849343108,P,01,LC,54592,2013-10-25T00:00:00Z,2022-11-30T00:00:00Z
14231,137115,54595,018689,1995404,VEEVA SYSTEMS INC,VEEV,922475108,P,01,LC,54595,2013-10-16T00:00:00Z,NA
14233,137096,54597,018431,1993129,WESTERN REFINING LGS LP,WNRL,95931Q205,P,01,LC,54597,2013-10-10T00:00:00Z,2017-10-31T00:00:00Z
14235,137190,54598,018745,2004438,ESSENT GROUP LTD,ESNT,G3198U102,P,01,LC,54598,2013-10-31T00:00:00Z,NA
14239,137174,54602,018036,2000816,COMMSCOPE HOLDING CO INC,COMM,20337X109,P,01,LC,54602,2013-10-25T00:00:00Z,NA
14245,137002,54605,018562,1990083,FATE THERAPEUTICS INC,FATE,31189P102,P,01,LC,54605,2013-10-01T00:00:00Z,NA
14247,137099,46152,162386,634835,GUE LIQ COS INC,FTDCQ,36257V105,P,02,LC,54607,2013-11-01T00:00:00Z,2019-12-31T00:00:00Z
14247,137099,54607,162386,2005533,GUE LIQ COS INC,FTDCQ,36257V105,P,02,LC,54607,2013-11-01T00:00:00Z,2019-12-31T00:00:00Z
14252,137111,54610,018792,2006042,GAMING & LEISURE PPTYS,GLPI,36467J108,P,01,LC,54610,2013-11-04T00:00:00Z,NA
14256,137089,54613,018625,1992551,LDR HOLDING CORP,LDRH.1,50185U105,P,01,LC,54613,2013-10-09T00:00:00Z,2016-07-29T00:00:00Z
14257,137100,54614,018658,1993117,MACROGENICS INC,MGNX,556099109,P,01,LC,54614,2013-10-09T00:00:00Z,NA
14260,137185,54617,018841,2004325,SURGICAL CARE AFFILIATES INC,SCAI,86881L106,P,01,LC,54617,2013-10-30T00:00:00Z,2017-03-31T00:00:00Z
14261,137090,16061,018438,1992562,SFX ENTERTAINMENT INC,SFXEQ,784178303,P,01,LC,16061,2013-10-09T00:00:00Z,2016-12-06T00:00:00Z
14263,137186,54620,018947,2004373,VERACYTE INC,VCYT,92337F107,P,01,LC,54620,2013-10-30T00:00:00Z,NA
14267,137219,54622,018866,2006192,ARC LOGISTICS PARTNERS LP,ARCX,03879N101,P,01,LC,54622,2013-11-06T00:00:00Z,2017-12-29T00:00:00Z
14271,137211,54625,018838,2006199,BARRACUDA NETWORKS INC,CUDA,068323104,P,01,LC,54625,2013-11-06T00:00:00Z,2018-02-28T00:00:00Z
14273,137236,54627,018556,2009158,CHEGG INC,CHGG,163092109,P,01,LC,54627,2013-11-13T00:00:00Z,NA
14274,137194,54628,018842,2004763,CONTAINER STORE GROUP,TCSGQ,210751202,P,01,LC,54628,2013-11-01T00:00:00Z,2024-12-09T00:00:00Z
